+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                  ;
+------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_014|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_014                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_013|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_013                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_012|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_012                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_011|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_011                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_010|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_010                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_009|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_009                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_008                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_007                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_006                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_005                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_004                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_003                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_002                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                 ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter_001                                                                 ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|avalon_st_adapter                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux_001|arb|adder                                                                 ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux_001|arb                                                                       ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux_001                                                                           ; 265   ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux|arb|adder                                                                     ; 76    ; 38             ; 0            ; 38             ; 38     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux|arb                                                                           ; 23    ; 0              ; 4            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_mux                                                                               ; 2492  ; 0              ; 0            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_018                                                                         ; 135   ; 4              ; 2            ; 4              ; 263    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_017                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_016                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_015                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_014                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_013                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_012                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_011                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_010                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_009                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_008                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_007                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_006                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_005                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_004                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_003                                                                         ; 135   ; 4              ; 2            ; 4              ; 263    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_002                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux_001                                                                         ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|rsp_demux                                                                             ; 134   ; 1              ; 2            ; 1              ; 132    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_018|arb|adder                                                                 ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_018|arb                                                                       ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_018                                                                           ; 265   ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_017                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_016                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_015                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_014                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_013                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_012                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_011                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_010                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_009                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_008                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_007                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_006                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_005                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_004                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_003|arb|adder                                                                 ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_003|arb                                                                       ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_003                                                                           ; 265   ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_002                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux_001                                                                           ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_mux                                                                               ; 134   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_demux_001                                                                         ; 153   ; 4              ; 19           ; 4              ; 263    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|cmd_demux                                                                             ; 170   ; 361            ; 2            ; 361            ; 2490   ; 361             ; 361           ; 361             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_instruction_master_limiter                                               ; 266   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|nios2_gen2_0_data_master_limiter                                                      ; 266   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_020|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_020                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_019|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_019                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_018|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_018                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_017|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_017                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_016|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_016                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_015|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_015                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_014|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_014                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_013|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_013                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_012|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_012                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_011|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_011                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_010|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_010                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_009|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_009                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_008|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_008                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_007|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_007                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_006|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_006                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_005|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_005                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_004|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_004                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_003|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_003                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_002|the_default_decode                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_002                                                                            ; 115   ; 0              ; 2            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_001|the_default_decode                                                         ; 0     ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router_001                                                                            ; 115   ; 0              ; 7            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router|the_default_decode                                                             ; 0     ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|router                                                                                ; 115   ; 0              ; 7            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent_rsp_fifo                                                               ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent|uncompressor                                                           ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|sdram_s1_agent                                                                        ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent_rsp_fifo                                                                 ; 155   ; 39             ; 0            ; 39             ; 114    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent|uncompressor                                                             ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|mm_interconnect_0|key_s1_agent                                                                          ; 322   ; 39             ; 56           ; 39             ; 335    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
